NPI,Segment
1699903997,Community
1104122266,Community
1366738296,Community
1356558365,Unstructured Experts
1871892455,Unstructured Experts
1952546384,Established Experts
1922307594,Community
1992099022,Community
1881973543,Community
1184935835,Community
1669799268,Community
1639461221,Community
1265690242,Community
1427349588,Community
1750673661,Rising Stars
1144502618,Community
1063792026,Community
1053549139,Community
1891902821,Big 3
1326207788,Unstructured Experts
1073823589,
1316228729,Community
1649565946,Community
1760703169,Rising Stars
1194951418,Community
1538335583,Established Experts
1023397627,Rising Stars
1487944104,Community
1982924890,Community
1649248592,Community
1669787313,Unstructured Experts
1689954828,Community
1790003432,Community
1992955090,Rising Stars
1942438916,Community
1326274135,Community
1942596374,Unstructured Experts
1750519856,Community
1073816005,Community
1508926817,Community
1396988689,Community
1053639229,Community
1790095479,Community
1932493178,Community
1295014298,Community
1366723850,Community
1275820151,
1427252915,Community
1790073724,Community
1750677233,Unstructured Experts
1033378765,Community
1215257340,Established Experts
1659339844,
1487945507,Community
1649407073,Established Experts
1972895803,Community
1942594783,Rising Stars
1992014989,Unstructured Experts
1346404803,Community
1922251735,
1134354079,Rising Stars
1558650994,Rising Stars
1184907503,
1457636235,Big 3
1407173792,Rising Stars
1740567346,Community
1447370507,Big 3
1689602260,Community
1750524583,Community
1285917757,Community
1912280918,Community
1174767065,Big 3
1699919589,Community
1023367885,Community
1356633077,Unstructured Experts
1659655462,Community
1356598999,Rising Stars
1265718944,
1255678058,Community
1952684748,Community
1245566629,Community
1366727497,Community
1508143546,Community
1841575768,Community
1073995791,Community
1154715720,
1861873697,Community
1679955041,
1851774566,Community
1598023939,Community
1013235647,Community
1477838324,Community
1598041642,Rising Stars
1467689018,
1659651552,Community
1073860920,Rising Stars
1730475633,
1912226507,Community
1508157850,Unstructured Experts
1225353568,Established Experts
1780977553,Community
1073894358,Community
1093078305,Community
1295024057,Community
1740589506,Big 3
1467735225,Community
1780954206,Community
1073881033,Community
1730376518,Established Experts
1598998247,Community
1164617791,Community
1336425040,Community
1255500724,Community
1336423375,Unstructured Experts
1497815484,Community
1376777136,Community
1366737710,Community
1366726986,
1326322090,
1831333921,Community
1851622740,Community
1861774192,Community
1902197064,Community
1285917401,Community
1669790036,Community
1629350970,Community
1801178033,Community
1730463530,Community
1730335753,Community
1811271323,Community
1548558638,Community
1073825121,Community
1316296809,Community
1871663419,Community
1841401189,Community
1780960989,Established Experts
1053408930,Community
1215437223,Community
1760708267,
1457474645,Community
1356627632,Community
1720333586,Community
1700148178,Community
1932487907,Community
1033495965,Community
1295834000,Community
1023281136,Rising Stars
1972597136,Community
1932486644,Community
1316245137,
1730195330,Community
1205173283,Community
1942681333,Community
1023403888,Community
1669868493,Community
1285016303,Community
1548652878,Community
1811378383,Community
1962881375,Community
1154700839,
1336536291,Community
1598074544,Community
1568750461,Community
1891101424,Established Experts
1689986002,Rising Stars
1457679706,Established Experts
1316228067,Community
1427258797,Community
1285919399,
1902180656,
1801175807,Community
1154652345,Community
1700163672,Community
1669622148,Unstructured Experts
1275818742,Unstructured Experts
1134404262,Big 3
1083932107,Community
1255616124,Community
1124303334,Community
1134405327,Rising Stars
1336424530,Community
1962787705,Community
1144489618,Community
1487768149,Unstructured Experts
1255618237,Community
1982981155,Community
1588985113,Community
1215291943,Community
1164792875,Community
1609120542,Community
1952635583,Rising Stars
1235485178,Community
1144595174,Community
1205103884,Community
1508978396,Community
1821287681,Community
1730457789,Big 3
1669740924,Community
1447528385,Community
1750728580,
1639425887,Community
1477830669,Community
1205106200,Community
1114298510,Community
1457623027,Community
1366777641,Community
1326270661,Community
1023386562,Community
1275950438,Community
1770733446,Community
1477955540,Unstructured Experts
1083918874,Community
1396979639,Rising Stars
1578811998,
1942526512,Community
1164764452,Established Experts
1841547007,Community
1003128463,Community
1063779601,Community
1235429341,Community
1588912869,Community
1801116462,Community
1073851150,Unstructured Experts
1780932129,Community
1245663087,Unstructured Experts
1750679973,Established Experts
1700166881,Community
1801151659,
1538589841,Rising Stars
1407167810,Community
1538400593,Big 3
1699069591,Rising Stars
1770900904,Community
1497014419,Community
1033304928,Community
1518239607,Community
1083970040,Community
1538433701,
1558630624,Unstructured Experts
1952670812,Community
1174892400,Community
1942587407,Community
1447527833,Rising Stars
1225309560,Community
1407125065,Community
1184988362,Community
1245502269,Community
1710325758,Community
1457790180,Community
1487951844,Community
1154306454,Community
1659626802,Community
1336413095,Community
1578835534,Community
1225262736,Community
1851657241,Community
1366708836,
1235401464,Community
1487924643,Established Experts
1104197375,
1245501964,Community
1588928238,Community
1619249950,
1912279290,
1992077333,Community
1710258496,Community
1972874980,Rising Stars
1568734770,Community
1730467143,Community
1669742193,Community
1437422342,Community
1518239581,Community
1992065478,Community
1942412150,Community
1396093647,
1992026678,Community
1801107842,Community
1972897700,Community
1205125887,Unstructured Experts
1023332087,Unstructured Experts
1528298528,Rising Stars
1982807053,Big 3
1659664282,Unstructured Experts
1871887620,Community
1285980193,Community
1912135153,Community
1922325844,Unstructured Experts
1588955454,Community
1154662583,Rising Stars
1174804744,Established Experts
1417297789,Big 3
1689942518,Community
1598968208,Rising Stars
1124305297,Big 3
1164781480,Community
1750605374,Unstructured Experts
1366881468,Unstructured Experts
1659562775,Established Experts
1174780860,Community
1467754200,Community
1437449311,Unstructured Experts
1316269160,Community
1720234925,Community
1316130669,Unstructured Experts
1376809251,Unstructured Experts
1952625543,Community
1043581952,Community
1760756191,Community
1649542838,Community
1376830422,Community
1497040174,Community
1477870194,Community
1912232265,Big 3
1568736650,Community
1306103148,Community
1851717151,Community
1598064248,Community
1376822668,Community
1073893913,Community
1104140086,Rising Stars
1275793358,Established Experts
1003951872,Established Experts
1013280262,
1881915379,Unstructured Experts
1699063933,Established Experts
1194041152,Community
1750601696,Community
1437241999,Rising Stars
1871768986,Community
1285920603,Rising Stars
1902170855,Community
1730453200,Community
1114219458,Established Experts
1669741666,Community
1912267550,Community
1588922918,Community
1265706014,Community
1487920609,Community
1639466360,Community
1043577562,Community
1336410398,Community
1336414796,Community
1922326735,Rising Stars
1912299611,Established Experts
1427315183,Community
1558629337,
1841540283,Community
1871869602,Community
1720354475,Rising Stars
1992071963,Community
1184980716,Community
1407112089,Community
1689940009,Community
1932465895,Community
1619243714,Unstructured Experts
1013273853,Community
1801152004,Big 3
1114283678,Unstructured Experts
1356617013,Community
1881969004,Community
1861767097,Community
1386900371,Rising Stars
1265798060,Community
1396011227,Big 3
1811263627,Community
1659637791,Community
1255697272,Community
1114293800,Community
1770849309,Community
1043576069,Community
1861768020,Rising Stars
1871859074,Rising Stars
1497011415,Community
1558637314,Community
1750657318,Community
1548526114,Community
1518223148,Community
1972869048,Community
1033484415,Community
1649536350,Community
1033475702,Rising Stars
1174899231,Community
1316269103,Community
1093080202,Community
1982970893,Community
1699031260,Rising Stars
1376819474,Big 3
1942576095,Community
1881960029,Big 3
1912263617,Community
1457627374,Community
1588920748,Unstructured Experts
1164798500,Community
1760757868,Big 3
1356607857,Community
1477819431,Community
1497194427,
1669729042,Unstructured Experts
1457527442,Community
1154682581,Community
1013208487,Community
1457612434,Community
1265708986,Community
1598025066,Community
1932469921,Unstructured Experts
1649535162,Community
1750621728,Rising Stars
1235498346,Big 3
1043584857,Unstructured Experts
1417222605,Community
1356607451,
1578821484,
1003179912,Unstructured Experts
1629336045,Big 3
1366708745,Unstructured Experts
1689935918,Community
1194083675,Unstructured Experts
1447661939,Community
1821356478,Rising Stars
1912264896,Rising Stars
1609138189,Rising Stars
1093081861,Big 3
1235405705,Established Experts
1376802082,Community
1720320526,Community
1912265521,Community
1588926612,Unstructured Experts
1427314863,
1396011292,Community
1780946756,Rising Stars
1366727893,Community
1417218405,Unstructured Experts
1497018709,Established Experts
1346485000,Community
1578838751,Established Experts
1922394139,Unstructured Experts
1639436827,Community
1104184720,Community
1477813855,Unstructured Experts
1437413234,Community
1831458363,
1194082057,Community
1790044709,Community
1992065858,Community
1194085290,Community
1164869715,Community
1134486582,Community
1154681039,Community
1841565116,Community
1841566841,Big 3
1790047124,Community
1235499633,Big 3
1760749808,
1962769794,Community
1740548411,Rising Stars
1851787584,Established Experts
1841556735,Community
1366709271,Community
1609138718,Community
1376805408,
1972864544,Community
1477811222,Unstructured Experts
1356617526,Unstructured Experts
1134480791,
1760827513,Unstructured Experts
1831459759,Community
1487900577,Community
1780945261,Community
1790048627,Community
1750657748,Unstructured Experts
1952669186,
1649536095,Community
1639430721,Community
1174882526,Community
1497019905,Community
1164788618,Community
1073876520,Community
1619234135,Community
1306102777,Community
1265797427,Community
1740541473,Community
1407117039,Community
1457612749,Community
1902167786,Unstructured Experts
1306106703,Unstructured Experts
1174880496,Rising Stars
1992063267,
1568728079,Rising Stars
1922374479,Community
1700149010,Community
1619231362,Unstructured Experts
1538421961,Community
1518227081,Community
1053670307,Community
1578823613,Unstructured Experts
1629338728,Community
1831432400,Unstructured Experts
1124388509,Community
1376800979,Community
1144586165,Community
1144589268,Community
1447519673,Community
1548529001,Community
1861835530,Rising Stars
1699034165,Community
1619237369,
1669739660,Community
1720346133,Community
1346507076,Established Experts
1043576697,Community
1306103064,Rising Stars
1396002598,Community
1689931354,Rising Stars
1417214479,Rising Stars
1245624097,Big 3
1356608657,Big 3
1760747984,Community
1467719419,Rising Stars
1528320942,Community
1639445950,Community
1467719260,Community
1427314830,Established Experts
1831538644,Community
1760748404,Community
1679830905,Community
1699180349,Established Experts
1710240684,Rising Stars
1558622282,Community
1447517859,Community
1376807917,Community
1669738654,Community
1821356924,Community
1013276237,Community
1891052163,Unstructured Experts
1386902682,Unstructured Experts
1760745277,Rising Stars
1275899510,
1689015646,Rising Stars
1811253040,Community
1073879417,Community
1508203563,Community
1134480635,Rising Stars
1093081184,Big 3
1104189463,Big 3
1184990947,Community
1912261934,Community
1952664807,
1275809741,Community
1114286754,Unstructured Experts
1063845170,Established Experts
1982968103,Community
1982967485,Community
1427371087,Community
1417216656,Community
1881949634,Community
1225390719,Community
1023374519,
1386907244,Community
1770837189,
1205192408,Community
1518225812,Community
1861700288,Unstructured Experts
1689935728,Community
1467711564,Community
1558628537,Unstructured Experts
1700143674,Rising Stars
1306103924,Community
1346504297,Community
1063770907,Established Experts
1063779569,Community
1134488638,
1619237732,Established Experts
1346507704,
1639431802,Rising Stars
1649416975,Big 3
1720321268,Rising Stars
1255693479,Unstructured Experts
1518220821,Established Experts
1225304280,Community
1750648275,Community
1891057204,Community
1104172915,Community
1346505120,Community
1518232776,Community
1629339965,Rising Stars
1346503810,Community
1952668311,Community
1487918751,Big 3
1235405820,Unstructured Experts
1548529183,Rising Stars
1407117724,Established Experts
1669748398,Community
1477810216,Community
1861756538,Community
1023384294,
1407112212,Community
1578967907,Rising Stars
1699035030,Community
1043572191,Community
1437416088,Community
1538425749,Community
1891052734,Established Experts
1003173832,Community
1073879128,Community
1841557089,Rising Stars
1720333990,Community
1588922967,Rising Stars
1346506532,Unstructured Experts
1730442047,Big 3
1104188952,Rising Stars
1982976205,
1184852428,Community
1831395557,Established Experts
1295092203,Community
1235495649,Community
1780941393,Unstructured Experts
1962761122,Community
1386901684,Community
1194083238,Community
1780943837,Community
1750648044,Community
1932466950,Community
1225395775,Established Experts
1598023509,Rising Stars
1417215401,Community
1447519921,Rising Stars
1538427554,Community
1972862076,Community
1619235355,
1568721058,Community
1245597129,Community
1376800532,Community
1780949586,Big 3
1154681914,Community
1720366800,Community
1205113040,
1508127952,Community
1467688036,Community
1710133657,Rising Stars
1518226240,Community
1265720510,Community
1821316134,Unstructured Experts
1699906164,Established Experts
1275802787,Community
1083977391,Community
1386905909,Established Experts
1306108105,Community
1124381470,Community
1275895666,Community
1255609392,Community
1427310614,
1053543249,Established Experts
1861755209,
1689949851,Big 3
1134275746,Rising Stars
1881734655,Community
1164779997,Community
1861755803,Unstructured Experts
1013270628,Big 3
1972999456,Community
1053672279,
1316208937,Rising Stars
1396006508,Community
1386904290,Community
1770843716,Big 3
1366701955,
1427318724,Unstructured Experts
1871854141,Community
1255691895,Community
1295096576,Community
1174883136,Community
1609137454,Community
1598025538,Unstructured Experts
1518228188,Rising Stars
1801157615,Community
1417218710,Big 3
1275850604,Established Experts
1083978753,
1174825285,Rising Stars
1952663098,
1780939405,
1295099752,Rising Stars
1821384710,Community
1295034569,Unstructured Experts
1457615577,Community
1457606238,
1538439807,Community
1487857660,Community
1356784243,Community
1013151034,Community
1184988610,Community
1225203904,Community
1184979510,Community
1083960033,
1053674044,Community
1760744148,Community
1225390420,Community
1124382122,Community
1104183425,Community
1932463981,Rising Stars
1003179383,Community
1215299490,Community
1619231115,Community
1497012116,Unstructured Experts
1235492489,Community
1215291588,Community
1659632057,Community
1841555646,Community
1780948737,Community
1003162108,Unstructured Experts
1346599784,Established Experts
1790989168,Unstructured Experts
1760693063,Big 3
1407101405,
1720336118,Community
1164697603,Rising Stars
1407117781,Community
1356695936,Community
1891956595,Community
1710021100,Unstructured Experts
1013267608,Community
1548516149,Community
1205078581,Community
1578828000,Community
1831446772,Community
1952656738,Community
1184843419,Rising Stars
1215114962,Rising Stars
1528321882,Big 3
1821348384,
1316204753,Community
1700128584,Community
1245599935,Community
1356608319,Community
1336459221,Community
1205276474,
1689949943,Established Experts
1972746493,Community
1871849372,Community
1033466487,
1043565328,Community
1013262815,Community
1811246531,Community
1265789945,Community
1356597819,Community
1346593175,Community
1982830840,Established Experts
1275882409,Community
1932225257,Big 3
1699067751,Community
1336308626,Community
1285993519,Community
1346597630,Community
1841505567,Community
1265789671,Community
1922354166,Community
1518212265,
1235486036,
1033464664,Community
1275888661,Unstructured Experts
1942557863,Community
1730454091,Community
1063767226,Community
1598060899,Community
1316029630,Community
1275824641,Community
1497000723,Community
1568717544,Community
1457616914,Community
1306193099,Established Experts
1487900734,Community
1295082113,Unstructured Experts
1598020273,Community
1982959904,Community
1780931527,Community
1790079945,Unstructured Experts
1790029106,Community
1215286026,Community
1831448653,Community
1366794935,
1750630786,Community
1235588658,Community
1205298635,Rising Stars
1174868459,Community
1720355928,Community
1376869537,Unstructured Experts
1023369667,
1447515671,Unstructured Experts
1255565750,Community
1316295504,Community
1063750438,Community
1265783039,Established Experts
1992087373,Rising Stars
1326238445,Unstructured Experts
1366782781,Community
1811238272,Community
1689919136,Community
1083968051,Community
1861746778,Community
1801140074,Community
1659611044,Community
1417208364,
1336489749,Community
1851648448,
1740539899,Community
1982953949,Community
1831447960,Community
1306194162,Big 3
1194074005,Big 3
1932455029,Community
1871937417,
1669827358,Rising Stars
1053666370,Community
1649470550,Big 3
1982945762,Community
1053663492,Community
1578815643,Community
1407107832,Unstructured Experts
1336491109,Community
1467700823,
1649564410,Community
1518217231,Community
1356699169,Community
1912169350,Community
1609128255,Community
1568707826,
1609113380,
1578794046,Rising Stars
1235482001,Community
1689925935,Community
1922350073,Community
1699028092,Community
1336499854,Unstructured Experts
1013206945,
1073863486,Community
1184974230,Rising Stars
1609126325,Community
1740530500,Community
1629329099,Community
1770835548,Rising Stars
1871844175,Community
1275885980,Big 3
1073858049,Community
1043673635,Unstructured Experts
1427419241,Community
1891146502,Community
1245574250,Community
1104262757,
1770827776,Community
1457605214,Community
1801131347,Big 3
1245581719,Community
1538404454,
1306190939,
1700127602,Unstructured Experts
1750634267,Community
1013270685,Rising Stars
1649640343,Unstructured Experts
1689920043,Big 3
1497152904,Unstructured Experts
1598029480,Unstructured Experts
1952664518,Community
1053755017,Community
1205040128,Community
1982958682,Community
1043659196,Community
1215370960,Community
1295070035,Community
1487908463,Established Experts
1699054817,Community
1316299662,Community
1932463635,Community
1871837872,Community
1639421068,
1912242496,Community
1003168246,Community
1780936831,Community
1770828857,Community
1194069336,
1124370333,Community
1720331069,
1225381387,Community
1326391517,Big 3
1437493962,Unstructured Experts
1427393719,Unstructured Experts
1013260793,Community
1427392406,Community
1609128750,Community
1689927485,Community
1457690265,Community
1982940268,Community
1033409016,Unstructured Experts
1215364674,Community
1184961419,Community
1144337882,Community
1811230956,Community
1861750655,Rising Stars
1982962809,Unstructured Experts
1073854956,
1740520980,Community
1932452091,Community
1417376005,
1801133970,Community
1386980043,Community
1750628798,Community
1134400385,
1720325632,Community
1184961435,Community
1568709764,
1063759223,
1770829079,
1720327505,Community
1003153529,Community
1922491547,Unstructured Experts
1083952808,Big 3
1942586417,Community
1497094247,Community
1891034559,Community
1912256033,
1497093009,Community
1568700490,Community
1538408935,
1881932226,Rising Stars
1366781460,
1093053142,Community
1417296310,
1972784239,Community
1598008690,Community
1053650945,Community
1871837906,Community
1770700908,Community
1760723662,Community
1174863443,Community
1033459151,Community
1538484357,Unstructured Experts
1366781213,Community
1083954929,Community
1760723571,Community
1124367289,Community
1043550775,Community
1164771614,Community
1225471220,Community
1730421579,Rising Stars
1265874242,Community
1891031324,
1023454204,Established Experts
1336481191,Community
1861704918,Big 3
1780818930,Community
1659619195,Community
1528404258,Community
1699018531,Community
1689917361,Community
1649513672,Community
1558603811,Community
1689917239,Rising Stars
1861734147,Rising Stars
1881937852,Unstructured Experts
1548503063,Community
1700128048,Established Experts
1912240367,Community
1659614980,Rising Stars
1184967317,Community
1003158460,Community
1609118231,Unstructured Experts
1841532348,Community
1629311311,Community
1487997243,Rising Stars
1871835322,Community
1104168772,Unstructured Experts
1063717551,Rising Stars
1326381500,Community
1154664530,Unstructured Experts
1528301041,Community
1407199466,Community
1255674917,Community
1174865430,Community
1316289127,Established Experts
1215270491,Community
1811230238,Unstructured Experts
1669714820,Community
1093057564,Community
1992047468,Community
1427391218,Rising Stars
1942543467,Unstructured Experts
1407198690,Community
1972845121,Community
1962744730,Community
1821330473,Unstructured Experts
1821331992,Big 3
1790120434,Community
1952699118,Community
1811332182,Community
1366768020,Established Experts
1164773743,Community
1013352434,
1639512551,Community
1467896787,Community
1215371810,Community
1457796674,Community
1124462833,Community
1073958112,Community
1972946531,Rising Stars
1235573114,Community
1285077784,Community
1518302157,Community
1700220746,Community
1003250457,
1245674563,Rising Stars
1386088649,
1124463781,Community
1821432899,
1053754598,Community
1205271137,Established Experts
1811331572,Community
1437593274,Community
1811332497,Community
1396189262,Community
1366887168,Unstructured Experts
1245674647,Rising Stars
1922441401,Unstructured Experts
1780029959,Community
1245673664,Community
1376988972,Community
1194160721,Rising Stars
1245673912,Community
1538502463,Community
1427491984,Community
1992140420,Community
1710320767,Community
1518301712,Community
1356784011,
1255774238,Community
1760825731,Community
1851736763,Community
1033554498,Community
1770926255,
1811331119,Community
1386087617,Community
1821433731,Community
1538503032,
1073958559,Community
1780027961,Community
1104261767,Community
1174967756,Community
1114360575,Community
1669815783,Community
1538502851,Unstructured Experts
1295170256,Rising Stars
1750725396,Community
1417392002,Community
1942645973,Community
1023452885,Unstructured Experts
1174968606,Community
1154764868,
1477998730,
1114360997,Community
1740624915,Community
1093159964,Community
1265877161,Unstructured Experts
1053754168,Community
1841635570,Community
1760827398,Community
1013352145,Community
1821431602,Community
1598005753,Community
1306048442,Community
1669609665,Community
1679919559,
1649513425,Community
1609119783,Community
1922442599,Community
1134565757,Community
1699119719,Community
1053705335,Unstructured Experts
1003158544,Community
1073953931,Community
1801299938,Community
1629415781,Community
1326486135,Community
1962848507,Community
1073956488,Established Experts
1982044830,Community
1063850907,Unstructured Experts
1366784514,Community
1093152951,Rising Stars
1831534080,Established Experts
1548604895,Rising Stars
1518200518,Rising Stars
1316359326,Community
1073953667,Community
1073951729,Community
1861838625,Community
1053757641,
1811336597,Community
1245678762,Unstructured Experts
1831431147,Community
1598120115,Established Experts
1164834073,
1669818589,Community
1770924300,Community
1528407780,Rising Stars
1669812053,Community
1063850840,Community
1679916589,Community
1134567696,Established Experts
1164865630,Unstructured Experts
1598197832,Community
1730523093,Community
1497192173,Unstructured Experts
1497192710,Rising Stars
1912341231,Big 3
1245500545,Community
1003259748,Community
1912311614,Community
1184061947,Community
1982946547,Community
1962730085,Community
1225476302,Community
1154767457,Community
1891135943,Unstructured Experts
1942647078,Community
1407291511,Community
1710323381,Community
1437594884,Rising Stars
1659614592,Community
1992007413,Community
1619317575,
1447592605,Big 3
1285977736,Community
1184062481,Community
1407294606,Big 3
1013250794,Community
1164869459,Community
1992144174,Community
1780022301,Community
1265774491,Unstructured Experts
1033451117,Community
1417392036,Rising Stars
1023351749,Unstructured Experts
1346582756,
1578901401,Unstructured Experts
1336587013,Big 3
1932542511,Big 3
1205255288,Community
1851735161,Unstructured Experts
1275973398,Community
1942542121,Unstructured Experts
1457790529,Community
1639516313,Community
1851633242,
1740624766,Community
1396183422,
1962843631,Community
1174941835,Community
1619310307,Rising Stars
1235549692,Community
1710323811,Established Experts
1245572460,Unstructured Experts
1871931618,Community
1639411788,Unstructured Experts
1346583150,Community
1508202938,Big 3
1235576174,Community
1689013815,Community
1245679661,Community
1093131484,Established Experts
1427495894,Rising Stars
1760724157,Community
1730421041,Community
1194165522,Community
1972846913,Community
1114260973,Unstructured Experts
1033527874,
1053744912,Established Experts
1255779385,Unstructured Experts
1356683528,Big 3
1649513128,Community
1952643264,Unstructured Experts
1093158461,Community
1568872901,Community
1750724720,Community
1083051122,Community
1144563925,Community
1326487208,Community
1588004162,Community
1780027102,Community
1194067504,Established Experts
1780029504,Community
1033451679,
1881039493,Community
1083054571,Community
1316280167,Community
1821435074,
1063850600,Established Experts
1235471137,Established Experts
1609212885,
1477999886,Community
1740626969,Established Experts
1275976748,Big 3
1194162032,Community
1093155921,
1831431014,Unstructured Experts
1487996633,Community
1396181525,Rising Stars
1649615253,Community
1194165738,Community
1871932590,
1225371099,Big 3
1902244148,Community
1962849463,Community
1790122901,Unstructured Experts
1497073290,Community
1861718751,Community
1700222437,Community
1790123164,Community
1922445394,Community
1609213800,Community
1659718427,Community
1225475981,Community
1689010340,Community
1912344367,
1922445212,Community
1235577537,Community
1932545019,Community
1225474224,Community
1881030617,Community
1104263474,Community
1841638319,Community
1225475734,Community
1942646658,Unstructured Experts
1366889438,Community
1093057911,Community
1801106547,Community
1770800732,Unstructured Experts
1285976209,Community
1447698691,Unstructured Experts
1639516768,Big 3
1205153368,Established Experts
1902118052,Established Experts
1528122819,Big 3
1609193614,Community
1396184487,Community
1083052021,Unstructured Experts
1154668440,Community
1689808131,Community
1164665659,Community
1831538289,Community
1407296825,Community
1861833824,Community
1689013369,Community
1164860110,Community
1801235866,Community
1417299207,Community
1386084655,
1679913057,Community
1467892042,Community
1679816474,Unstructured Experts
1316386980,Community
1710229141,Community
1821437153,Community
1619316148,Community
1720428915,Community
1053751321,Community
1215377916,Unstructured Experts
1417184136,
1205276789,
1467892216,Community
1457799439,Established Experts
1205277290,Community
1881731909,Rising Stars
1316206584,Community
1871935049,Community
1699189035,Community
1720349335,Big 3
1124361159,Community
1023420361,Community
1225411705,Community
1477714319,Community
1770923559,Community
1417388711,Community
1477994705,Community
1972864510,Established Experts
1780940734,Community
1316231780,Established Experts
1700140738,Community
1215229935,Unstructured Experts
1922340405,Community
1467689935,Community
1255607685,Community
1841534997,Established Experts
1124360219,Community
1962848531,Community
1689012510,
1073874178,Community
1386886935,Unstructured Experts
1215249362,Community
1336379643,Community
1639412109,Community
1073807293,Unstructured Experts
1528328937,Established Experts
1861832487,Rising Stars
1306289574,Community
1861627739,Rising Stars
1316235328,Community
1114338753,Community
1790128452,Community
1508254129,Established Experts
1720320435,Community
1922398098,Big 3
1255673455,Community
1336402775,Community
1659647196,Community
1427390897,Rising Stars
1871888545,
1588008775,Rising Stars
1952644619,Community
1891013918,Community
1598031296,Rising Stars
1952692089,Rising Stars
1184980864,Big 3
1609211952,Community
1285953364,Rising Stars
1073709457,Community
1740504687,Rising Stars
1538461728,Unstructured Experts
1689998551,Community
1598186413,Rising Stars
1316257314,
1508298498,Community
1447684832,Established Experts
1861741480,
1508104589,Community
1649611963,
1366884793,Community
1962834101,Community
1790118156,Community
1558793190,Community
1417399783,Community
1528491719,Community
1265795660,Community
1346423829,Rising Stars
1023317674,Big 3
1255621496,Community
1235422197,Rising Stars
1699069005,Established Experts
1679830368,Community
1003257163,Community
1003257874,Big 3
1023452984,Community
1043651318,Unstructured Experts
1104260819,
1184065690,
1184935256,Community
1316389927,Community
1457507576,Rising Stars
1457792434,Big 3
1487095188,Community
1518194810,Community
1548513716,Community
1548608474,Community
1558708917,Community
1598109480,Community
1598197634,Community
1700228350,
1710321914,Community
1750661641,Community
1790028140,Big 3
1811231392,Unstructured Experts
1821362385,
1861735912,Community
1871850503,
1932426319,Rising Stars
1962849216,Community
1972948875,Community
1992147292,
1992147516,Community
1497160535,Community
1841623469,
1265865414,Community
1912349408,Community
1073948683,
1962838607,Community
1033400528,Community
1053745232,
1265866362,Unstructured Experts
1316372824,Community
1649604505,Community
1689007171,Community
1699108522,Community
1720412034,Community
1720413222,Community
1730513193,Community
1891129441,Community
1932533510,Established Experts
1982038063,Community
1508291717,Community
1154756054,Community
1649693441,Community
1326474727,Community
1396179685,Community
1841625126,Community
1215378435,Big 3
1639506348,Community
1215353024,Community
1023443918,Community
1487083911,Unstructured Experts
1528494317,Community
1003243437,
1003241084,Community
1184053035,Community
1043647381,
1184051336,Community
1992131973,Community
1902233539,Community
1043647423,Community
1093140030,
1093141251,Community
1356778872,Community
1396171070,
1538594387,Community
1659708212,Community
1699102285,Community
1861829012,Community
1922435023,
1023314218,Community
1285895003,Community
1982137725,Community
1598105827,Community
1932537800,Community
1457780629,
1972933661,Community
1871924571,Community
1033188073,Community
1770914327,Community
1841629011,Community
1093141228,Community
1265861041,
1437585718,Community
1720416563,Community
1174941728,Community
1730518655,Community
1053749002,Established Experts
1073950762,Community
1134556400,Community
1245215896,Community
1356699086,Established Experts
1447699962,Community
1518396951,
1538594056,Established Experts
1538598974,Community
1568891372,Community
1578991964,
1609204643,Rising Stars
1639517147,Big 3
1710316062,Community
1750719944,Community
1770911679,Community
1801224688,
1871938381,Community
1891123550,Community
1912335720,Unstructured Experts
1912336215,Community
1972941656,Big 3
1982032439,Community
1750654323,Community
1962848408,Rising Stars
1700297470,Community
1477998615,Community
1932540622,Unstructured Experts
1154690865,Community
1265867683,Rising Stars
1407282890,Community
1952730160,Community
1861823635,
1992103196,
1386841765,Community
1154692473,Rising Stars
1174953582,Community
1275964504,
1558791632,Community
1285065144,Community
1992135420,Community
1013348085,Community
1215367685,Community
1578994109,Big 3
1831520782,
1518238666,Community
1497176622,Community
1265723308,Community
1073935417,Community
1154743458,
1154752566,Community
1164843231,Community
1376965467,
1902227366,Community
1477813699,Unstructured Experts
1508206921,Community
1568884047,
1295912764,Community
1174946479,Community
1043596133,
1366865834,Unstructured Experts
1407389976,Unstructured Experts
1104245273,Community
1679997753,Community
1396168118,Community
1215366844,Community
1326281353,Established Experts
1467794685,Community
1336562883,Community
1740604867,Big 3
1144662123,Unstructured Experts
1467876037,Community
1063835577,Community
1144642844,Community
1558784728,Community
1578985305,Big 3
1629491113,Community
1902220213,Community
1619119583,Community
1063839520,Community
1538584958,
1932526332,Community
1609206168,Community
1821416785,Community
1285050872,Unstructured Experts
1780772012,Community
1568887933,Community
1255757936,Community
1083052690,Community
1255757134,Community
1043634702,
1043635428,Big 3
1083039192,Community
1134411861,Community
1629490362,Community
1649695065,
1750706545,Community
1831514611,Big 3
1700202942,Community
1982023982,
1447526454,Established Experts
1093121980,Rising Stars
1710303029,Community
1053730929,Community
1073932646,Community
1083031025,Community
1194142679,Unstructured Experts
1245658509,Community
1275950230,Community
1275952020,Unstructured Experts
1306264858,Unstructured Experts
1306265806,Community
1316365349,Community
1316365737,Community
1336567692,Unstructured Experts
1346669066,
1356769061,Rising Stars
1366860694,Community
1407272578,Community
1437577491,Community
1457779357,Unstructured Experts
1548689474,Community
1609294909,Community
1629496823,Community
1679992234,Community
1699193334,Community
1740607282,Community
1740609544,Community
1831517234,
1841619509,Community
1912325317,
